	when	on	.	as	,	i	much	with	certain	facts	in	the	of	and	to	that	these	will	be	this	some	species	it	has	been	by	one	our	my	me	all	which	could	have	any	subject	short	;	a	:	from	same	may	for	not	is	(	)	nearly	but	many	more	do	at	would	must	cannot	several	no	can	only	most	cases	than	often	each	very	their	other	such	varieties	even	if	how	so	structure	conditions	variation	we	shall	see	its	under	case	distinct	or	domesticated	animals	plants	they	what	great	slight	variability	state	nature	long	are	individuals	there	manner	less	character	an	believe	differ	different	domestic	races	whether	between	wild	breeds
they	0.10842039193175863	0.1546835750547283	0.36355259353655706	0.1790408517019828	0.6181347959986323	0.24992895889993325	0.09962405824316704	0.13896220242483803	0.07697335807199848	0.08424529240072282	0.3318665745600662	0.6469660826041445	0.5350794737312463	0.37588475444242153	0.3538414036596636	0.21430079359396548	0.10042557398729776	0.11035854278509508	0.22484721763770696	0.1617454107975389	0.12711933309748852	0.13432312428294674	0.18193071710271055	0.15272636485687663	0.1571269674506833	0.1626703723959404	0.10597795436209725	0.1322434800509334	0.09803970356411128	0.08501453981474744	0.11800070658899986	0.16450683092033885	0.09564475026663727	0.19515444318677638	0.0982075930652983	0.07595983647397014	0.08037146764232835	0.21481501131167535	0.23909357210255738	0.08928370902153904	0.17695500275160495	0.1283500915099801	0.1075363565354051	0.12961745087309615	0.13063503960107803	0.1883214953367169	0.08204566292373602	0.08305545767246399	0.07974379284134286	0.116156845620975	0.1202170152322884	0.11054200326623773	0.08170260313571967	0.11914354635816538	0.1010137498292719	0.09254279491005829	0.0806405240735643	0.12067630684495684	0.0943962991764542	0.09940342308814512	0.0843103694932627	0.09106664403026206	0.08263021778182938	0.08064591304509527	0.09017269326096337	0.09846534077133207	0.093602161829685	0.1260731689063859	0.10429367910791432	0.08256188793703192	0.08667760722254883	0.083358307280161	0.09240395922573776	0.0856227638080555	0.10036187625001582	0.07611045968253487	0.09333037101929686	0.08601836025694286	0.15756316755986793	0.08503046005870234	0.08077296659480007	0.09135484943184985	0.13013950799018859	0.07057193642955287	0.08347095648356473	0.17653310454393387	0.08665711912936419	0.10833784269022255	0.09668013405105647		0.08528690117882906	0.08464663741271777	0.07865281459183163	0.07783366087285397	0.07874432201748516	0.07933505286638406	0.10531030026156202	0.17190805552937538	0.07822589410965985	0.09846752795607418	0.07691836798416592	0.0771930136234302	0.0751585323362192	0.10432341881603169	0.08022984720722862	0.07785689036116922	0.08872095587246934	0.12629768106391007	0.0903002614604308	0.08158491477003146	0.08928539461142607	0.09703904219043635	0.09704701302386998
what	0.07945432405039221	0.13399407959916043	0.3639924106957615	0.15440238808293608	0.6032556915232357	0.1786446404604371	0.07083243421873317	0.11174041122912609	0.05507200082158832	0.054812131886467885	0.31993764466096425	0.6372350625599865	0.5558320315480136	0.3548656545871717	0.33946921179522505	0.19961936119985713	0.06797921266944322	0.07459632937752105	0.2025366047384863	0.1348083678169824	0.09639955076266281	0.10177369789290121	0.1436975295102929	0.1212878904539468	0.13318273738121766	0.1401177136990851	0.08030967405708939	0.09856196431163788	0.0659134444982784	0.06437636637446745	0.08081777012513938	0.14214211010561217	0.06780701791483519	0.17257172859084785	0.06821418645452988	0.04615094104788939	0.0518582473764301	0.19458052158091194	0.20963407492050196	0.06206947257921345	0.1562232433107823	0.10368865579691483	0.07845471482657233	0.10616659335028075	0.09768359101693866	0.15744161522531086	0.05587083372912213	0.05505764661384631	0.05365918112819643	0.0841043528348133	0.08118275087339609	0.08410147540420457	0.056686223103256994	0.08823542122907105	0.07251425457818333	0.056165475038788944	0.049742711830932054	0.09123992019515242	0.056613632695092425	0.06969580848760809	0.052143257912533846	0.06377043398772685	0.051806025124542056	0.05469583873245393	0.06128221902111039	0.07044214572415855	0.06454924042481532	0.09976526162656427	0.07869780225491069	0.052410785113989895	0.059808518257164836	0.05239883231846239	0.05528961087290062	0.05854923396875749	0.07004448427740356	0.04248409475725262	0.06851459982249644	0.0592030863254695	0.11044204018649113	0.05723069686366239	0.05306336102735463	0.06683989106947151	0.1061975748595962	0.04274010231053934	0.05963909703757163	0.1434823977660603	0.0588483428968145	0.07205351597169798	0.06252960551421552	0.08528690117882906		0.059086957012524526	0.05065500353321395	0.04720919935996325	0.05149772776251536	0.053047110017053534	0.07383161379701297	0.1454928445640884	0.050979299854690054	0.05984200065062669	0.04892055692554824	0.04868939737855943	0.045426696307149114	0.08016677652971041	0.05561655613572849	0.05053197674858464	0.06129631737383627	0.09564897168561595	0.062439438427419364	0.05108662005899023	0.06353856784606968	0.07045033072918169	0.06662814940085438
great	0.08475323439020485	0.13284943512526065	0.3531040586324339	0.144644161025134	0.6328832379857177	0.18400267977992257	0.0809595353150506	0.11473771176105318	0.057441541913733574	0.06463588119671189	0.3083947391963292	0.6745673737644259	0.5207751236428777	0.3357833870822006	0.33535253650219765	0.1983810286370332	0.07483711956150246	0.07983141355153751	0.20420209244529192	0.1407506010799043	0.10175421498568865	0.10749293859390886	0.14773335338805993	0.12448292586566645	0.14950763921398552	0.14167879545831114	0.08758717350599197	0.11066441886053151	0.07716638177744244	0.06763788804941723	0.08178713494266866	0.1294227969500068	0.07642407481808836	0.17440795377952806	0.07380204647601035	0.05924499218560262	0.06304317566621057	0.21380212122083772	0.216763670068866	0.06826196804245169	0.15721891161674256	0.1265545082348219	0.08495078951116589	0.10712750584606344	0.10447613576144787	0.16313154181437473	0.06245020920578305	0.06177061551081528	0.058458669281169565	0.08658293688932167	0.09477407903075291	0.09357635665556721	0.05989212885485853	0.0937244511969277	0.07701597808912458	0.06352341087490856	0.05711380077788514	0.09719464190839609	0.06779146465109975	0.07569070490183383	0.060317189133575165	0.07710363513595962	0.05563739391516727	0.058393135226763856	0.0680241856988929	0.07354369909636463	0.07428321226062433	0.10068472251450014	0.08743672692586635	0.061677934559648574	0.06881991834376096	0.05817978536750716	0.061064884351789375	0.06293041883694103	0.07672025893041029	0.05534890895334004	0.0770770159325247	0.0661762003530037	0.10931525476241127	0.06387937361053671	0.05925585649059287	0.07305930208772338	0.11037022493149928	0.05327660050006637	0.06551883899431002	0.1427000625667582	0.0675828239730502	0.08211048751874411	0.0723014041526997	0.08464663741271777	0.059086957012524526		0.062039356224498084	0.05530391402916008	0.06445505390647263	0.06731000809377849	0.08311629309486969	0.15041455500218	0.06145457984160365	0.06481925326360716	0.06112881310163339	0.056927475411019605	0.0541581740589491	0.08328539367676117	0.06030045599655725	0.05492610984688426	0.06871612828275175	0.10756103902059996	0.06921803845420749	0.056827657811509724	0.06766404863819254	0.08021100328328487	0.0735451293794709
slight	0.0797618070921694	0.12854317396750387	0.35137855022397146	0.14005297583520593	0.6266445876863753	0.1734283091748084	0.07811113946998435	0.11041551747136277	0.05153404208980901	0.060465213252307054	0.3028698209884734	0.6574583191692817	0.5199895636965639	0.33069733821402947	0.3336734161107474	0.19393798927717365	0.068315303749864	0.0769862271395357	0.19844755587556082	0.12935884921839058	0.09747536464460972	0.10804901259052827	0.13179286713729757	0.12098012874438975	0.13490471927830283	0.13826651960769873	0.08443549097959008	0.10462442738328162	0.06749353677451707	0.058254214745701804	0.07864767151372719	0.12468043042593838	0.07082409629811308	0.17096399463883794	0.0658407807965168	0.0507348232508269	0.05908933383926147	0.211457300535545	0.20954532300039314	0.06350267101786145	0.15285884523374849	0.10551649366302249	0.07994684644043179	0.10289975800106703	0.09939099607765521	0.15812713894471697	0.05659291244233301	0.05999321218874788	0.05259487044514915	0.07982278382654338	0.0856199516429391	0.09070498888949768	0.05395582298523814	0.08838489776925729	0.07294988602028768	0.057636595442627406	0.05196163874379836	0.09027102590132424	0.05844147056120009	0.07152364635371575	0.053542084766692415	0.06683627622516555	0.05405197977390672	0.053633838202173614	0.06495076973283466	0.06748621080231701	0.06794311046603642	0.09478159949576281	0.08216779071042621	0.0559170965068536	0.06549504542414894	0.05228790852390035	0.05526398494354134	0.057718765645093095	0.0697435087800948	0.05044045428143645	0.07266231144562575	0.06014610531707636	0.10449416691352392	0.05980747388929093	0.05522033394766127	0.0652722970089914	0.10653477204201658	0.044647199409812446	0.0597517093541612	0.13911203951815418	0.06083529619548762	0.07929390856410337	0.07000206915753132	0.07865281459183163	0.05065500353321395	0.062039356224498084		0.04582580054149059	0.06087625376097616	0.0598394587940914	0.08338687435986862	0.1472213292734027	0.057671488713451166	0.05375711801643958	0.052719813402343385	0.05140041962346403	0.04861564039580318	0.07770446672478597	0.05598891997782292	0.049300284004208175	0.06632566680394561	0.10044579029939817	0.06624941765874903	0.0549276461445075	0.06296376936324721	0.07448334515986292	0.06680672850020095
variability	0.07374211798235003	0.12222937420342136	0.3516991678387864	0.13550871037970452	0.5998819559896489	0.17226906221658495	0.06512041619451028	0.10238119731177839	0.04393570770589526	0.0542915130832891	0.29389521292698934	0.6468552974002575	0.5129811259181263	0.32953682907455567	0.3267887254716806	0.18747025120873462	0.0621916509292647	0.06797705998087264	0.19110660036165622	0.13042429106549325	0.09062234486268776	0.10386381674110196	0.13686796248991898	0.11379395151180396	0.12730638489438906	0.131988204235869	0.07487780528112939	0.09884503114039447	0.059895202390603315	0.051375830425528596	0.07283667097046884	0.12057299912596131	0.06286756683676498	0.16364061124551887	0.05993134066446977	0.04952995519586354	0.04796822657581212	0.18847591966509816	0.2052977923249924	0.0559043366339477	0.14526051084983477	0.11566619971397765	0.07310967538481802	0.09530142361715328	0.09276913132242826	0.1551506408626167	0.05006171258331554	0.052394877804834136	0.04499653606123541	0.07511715203061299	0.07949406913337732	0.08048755267014006	0.04729589036103268	0.08445515171771886	0.06596385656717361	0.05215720088313097	0.044363304359884614	0.08505270088276336	0.051791089551606724	0.06392531196980202	0.04973400041111563	0.06677324397844159	0.044193847600465866	0.04732817307292404	0.05518638383920631	0.06322299069623545	0.056955327612248224	0.08847307977929546	0.07728835502040698	0.04515984617779952	0.06006766548242005	0.046876896684895336	0.049160747490029535	0.05012043126117935	0.06474653923750302	0.046001144854426246	0.0737359409495141	0.05211178515749197	0.10115300158931036	0.052209139505377186	0.04835798020802042	0.05767396262507764	0.09893643765810284	0.04724382328135551	0.050607416990808035	0.13528934590315161	0.05399357337021969	0.07114219584477442	0.06378890212033748	0.07783366087285397	0.04720919935996325	0.05530391402916008	0.04582580054149059		0.053749543943334595	0.06078398024188057	0.06796024086800737	0.14192529518049898	0.05363319930090138	0.054830629019745496	0.04869646816378563	0.04468742956338409	0.04258246221318657	0.07010613234087222	0.04911053565764971	0.04304617625169274	0.055525820856030195	0.09357023052571431	0.061138146890998224	0.043686072346750565	0.05536543497933348	0.06742875591603173	0.06849819200948075
state	0.07975781459501705	0.12844191841849883	0.35167795299847193	0.13869669163377452	0.5973777002323701	0.1726859872377554	0.08290916411208528	0.10871828438814926	0.05177986482227297	0.06073722845923531	0.29813287587014314	0.6141055125215338	0.5111188846560843	0.3318534886917831	0.33145829094274915	0.1945358194688749	0.06746913698617528	0.07578900674997763	0.2001139073246536	0.12684160173751483	0.1011572250430827	0.1249235985002988	0.1306402183675259	0.12083402988081475	0.1345329794129551	0.13763638865675126	0.08772587856393957	0.09749432510656836	0.06717933684347316	0.06062855341774323	0.07526747003214343	0.12253152806802191	0.06972479466044135	0.17014620388554252	0.06519960666298295	0.06588740859707053	0.06288626856235538	0.19473769143760533	0.20472547820419915	0.06421956124089179	0.15185549546450977	0.12131400922258379	0.08007733726987012	0.1026769477484252	0.10291493210806651	0.15881406778334065	0.06269821383335968	0.06057293488740683	0.05337330252435591	0.07963133116904754	0.0883521856367658	0.09210217240944776	0.05965527581058029	0.0883638429393683	0.0737313855554328	0.05835348566565776	0.05273861259043915	0.09119353984274459	0.05921990264040686	0.07186989035785307	0.05729769137128426	0.07686522302896896	0.056280144371185906	0.055553030938396905	0.06338589772532618	0.07355237172716367	0.07193869801672279	0.09382253931545415	0.08539140392651576	0.052959237889908965	0.06929531308988848	0.05368053489688944	0.055706459715401405	0.05849719772429985	0.07031588727411953	0.05400656551916764	0.08423422386274726	0.059168222618930774	0.1041224270481762	0.06049159072028022	0.056522593579179124	0.06593016948237682	0.10644285751795168	0.05630429589835288	0.05840680870291748	0.1439118340238582	0.06131415104299128	0.07288817334875547	0.06854698752044242	0.07874432201748516	0.05149772776251536	0.06445505390647263	0.06087625376097616	0.053749543943334595		0.0723450987440443	0.08483120244193548	0.15094267931456773	0.064287937398651	0.05441499048982501	0.06000816465335001	0.05197782875506393	0.05566783278847271	0.07809886597900262	0.05719327003942848	0.05138860929091698	0.06967674565995688	0.10398684824364839	0.07592408444820756	0.052127130959965726	0.06362164183663266	0.07930865827572162	0.07944840193506558
nature	0.0812966244670558	0.12893987846864408	0.3437807200183708	0.1382615185684143	0.588450046211912	0.17208934928023412	0.07354892963238316	0.10920812435727068	0.05689704450324977	0.07018209603756101	0.2957351480083875	0.6523966211178258	0.5064015445900036	0.32754908764880253	0.3283774378188318	0.19490838066778332	0.07349267387562598	0.0765403852915207	0.1989037884482982	0.13658599915080324	0.10374368997103581	0.12562365034438783	0.1317445194153877	0.12080413844122866	0.13450042491719924	0.13724802950740211	0.08983809211830782	0.11017466890358388	0.07277743585361386	0.06308104100719505	0.07943560584009364	0.12676715862245408	0.07064973928322077	0.17008716900593035	0.07088510848241086	0.06668725228146802	0.06080220930996072	0.19193361874710352	0.21052669865322343	0.0662506739336258	0.15139480971749647	0.12798242654859188	0.0815445197043876	0.10284697561444595	0.10477768594662465	0.15819909162981666	0.06196781180002937	0.06393094588128156	0.054843678897959894	0.08144738544685123	0.09475582285778814	0.08961865882125708	0.05947959338902861	0.08880505110892717	0.07476413621518999	0.05974764995309587	0.055227151506845734	0.0948723569911907	0.060690279014010834	0.07368571774939595	0.05908883623230836	0.08606825239945229	0.06089351643078949	0.05688901360884074	0.06525035767519868	0.07710454633243648	0.06518864477198177	0.09826188184774401	0.0901907396385982	0.05794868277424394	0.07835017656758342	0.05439896303436882	0.05767540801753053	0.059967574097903834	0.07198997300002673	0.06642227450802687	0.09607107692859705	0.07252743306089653	0.10408987255242033	0.06313377126719577	0.05839969358743541	0.06725072395802048	0.10651893621133024	0.061390264076509674	0.06339625358725245	0.14180352914324043	0.06885923713654976	0.08214346970986466	0.07920311348728136	0.07933505286638406	0.053047110017053534	0.06731000809377849	0.0598394587940914	0.06078398024188057	0.0723450987440443		0.0760948132949596	0.14914844149414863	0.07311128259385806	0.055735544965468675	0.0648497396031679	0.06025316576282046	0.06469068547428242	0.07908491173562592	0.059185431838345716	0.05169239048804776	0.0689192586578899	0.106664526148994	0.08052241201480606	0.053676513214503896	0.06494219631227632	0.0829660432502892	0.08482454299179043
long	0.10243475226343451	0.15082733194227838	0.3662507824434079	0.16953872060658853	0.6401343303788382	0.1982950449817557	0.10247824702520306	0.132423378529107	0.07508401021090963	0.07832232235238548	0.3218574256782152	0.6397063815560058	0.5359300022191126	0.38624077074728347	0.3501018021169675	0.21589305843972156	0.09344372591481251	0.09798978465074955	0.22200119877001206	0.15291333505510601	0.12065180862395887	0.12394541553860884	0.1556128592154553	0.14289464701786997	0.15483989007614185	0.15937865740746887	0.10341774137615287	0.11971847112606396	0.08836135925098029	0.07980240140222725	0.10278942451627174	0.15180588083220795	0.09142822758250811	0.19124624446764713	0.0907626096541071	0.0734645894891852	0.09153716222804117	0.22626456201755574	0.2355595795796032	0.08550126543462562	0.1728207208827797	0.12579903115437208	0.10229644229908591	0.12917556783643858	0.1202673821503754	0.17752241817399403	0.07870309778803086	0.079117011364752	0.074707560419441	0.11245491137905651	0.10728011602759438	0.11307567031486787	0.07584469652350043	0.10998632451361726	0.09640789407799025	0.081349837781334	0.07380207658183774	0.11309148035425964	0.08138571256689298	0.09341335463586206	0.0766178186192919	0.08690467694143071	0.07206841033585396	0.07705254755468256	0.08596441893360314	0.08936891484996076	0.09137832640703297	0.12147945617468622	0.10366786462429972	0.07717459861033865	0.08484902393533864	0.07671185052502902	0.08152064549950322	0.07983145561938493	0.09433129412317408	0.06608847014305896	0.09032292904341249	0.07714885994206043	0.13205022116596585	0.0811712247040619	0.07649515388276681	0.08998792535053682	0.1274958694848736	0.06569095983740908	0.0796885128966513	0.1642020385594633	0.08309603928072373	0.09911682093999412	0.08866128247637425	0.10531030026156202	0.07383161379701297	0.08311629309486969	0.08338687435986862	0.06796024086800737	0.08483120244193548	0.0760948132949596		0.16680179497629422	0.07513806555243846	0.0789336402066311	0.07297992167645392	0.07405162839954066	0.06936722414754862	0.10034711681226552	0.0781787420704042	0.07247689426800721	0.0908748052530358	0.12189317325396952	0.08654819212965854	0.07936824959492297	0.08572431476278561	0.09696376839842984	0.08655271553454155
are	0.18027183400940047	0.22434588831715258	0.44452871215370854	0.2345256438016034	0.6866602395046484	0.26903946610439256	0.16564550541032982	0.2028441858178086	0.14529959573579565	0.1508721437290116	0.3983484118560074	0.6880705791320605	0.6367351233882641	0.43381544917825077	0.42013420745856067	0.28325893473513253	0.15891187778397747	0.17509820623803024	0.29045368466637966	0.2155333108521121	0.18401660926555424	0.1842964830391235	0.22309774782937658	0.21958998039230376	0.23003838253342776	0.22666742642398063	0.17050706762513587	0.1877698063920642	0.16146633100299318	0.15427778969128025	0.17345783201301992	0.21384503929763182	0.1707696118086678	0.26873120834482106	0.15842020127125925	0.14487475715730708	0.14869520256141142	0.2881287107016957	0.29388411717650664	0.15772235150572156	0.2457369835164848	0.19230880233822634	0.1833613597126527	0.19349656244557867	0.19034595144151145	0.2628699905075108	0.15369741002139586	0.1550097879534715	0.1516405793329959	0.1751683706881353	0.1740468910617688	0.17642820043743918	0.1557602603681849	0.18464116746359213	0.17514979305931097	0.15777543486325923	0.14907240673768213	0.18174200418329223	0.15273963355392953	0.16993034900978093	0.14865099649572694	0.15898541013720685	0.14443515680067803	0.14822183900346486	0.1625140000534248	0.15955208381242827	0.15500427250427753	0.1858844753568515	0.17249897431430233	0.15065654047327842	0.1535435156082122	0.14922837102702108	0.1495901895337083	0.1540806071037479	0.16625321275392896	0.1400236725045398	0.16212575627038192	0.14898678971591184	0.19923428588856673	0.1587185849855156	0.15352712561815948	0.1589804644367882	0.20408288897213195	0.14180187947911016	0.15155978386806263	0.23737833103578132	0.15387079971429132	0.16123282426553737	0.1588305193570192	0.17190805552937538	0.1454928445640884	0.15041455500218	0.1472213292734027	0.14192529518049898	0.15094267931456773	0.14914844149414863	0.16680179497629422		0.14934590527653138	0.14980454785449646	0.14609969345544044	0.14524257874018218	0.14260670090728134	0.1706037477177739	0.154049880034065	0.14802354368240384	0.15657704144058704	0.18465633702463657	0.1595391229645009	0.14725431422909757	0.16217234581753628	0.16614656581770426	0.15957742867405733
individuals	0.08216049591557173	0.12855420054409375	0.347654534186998	0.13778069388657488	0.6206862638948138	0.1717185649019582	0.07198157467695138	0.10941125307278204	0.05215473397459924	0.06550080124555	0.2996508435005497	0.6495215318869951	0.5165021949825793	0.33058331680036623	0.33164168241777864	0.19516964821162985	0.06873905021906895	0.07527057884215232	0.1999673688747597	0.12900747131182416	0.0989117042132686	0.11399191776373871	0.13087407080927954	0.12034192715466988	0.13582383638344725	0.13840249536875726	0.08423627682686462	0.104712459375468	0.0680185723239072	0.05902428623966929	0.07762696400305708	0.12379002159644102	0.06920636675261604	0.1700314977359073	0.06638623872423342	0.057369106532064125	0.05801601468401128	0.20687961923741907	0.20892243901399904	0.0637011333330665	0.15385532816784891	0.12417051810279191	0.08013373318650042	0.1021585198405999	0.1002829765280379	0.1573170192393349	0.05923094359755024	0.061590153654626154	0.052854874616530614	0.08045318262206809	0.08948273221182104	0.08956198915728573	0.0563473249445961	0.09068969336350795	0.07323928282928792	0.05783505775783246	0.05295111171039597	0.09403546613230443	0.05870147473258155	0.07197864307129098	0.05542686123892675	0.07759808829536191	0.05874115038608273	0.055223397923700346	0.0634633509895077	0.07126856282800542	0.06362128981654998	0.09678368072933946	0.08556582709890875	0.05331289087111924	0.06882614422101038	0.0524863708391054	0.055838486870631976	0.060693582060401	0.06979745936629421	0.05899938988264126	0.08435579320811784	0.06090178200743101	0.1036039991403509	0.06090302979354783	0.05599311351658173	0.06541174157455151	0.1064450573618228	0.05533813158921145	0.05876046168412776	0.1414702415692372	0.06443721587892724	0.08447627480398928	0.07358362293976936	0.07822589410965985	0.050979299854690054	0.06145457984160365	0.057671488713451166	0.05363319930090138	0.064287937398651	0.07311128259385806	0.07513806555243846	0.14934590527653138		0.053896562581999714	0.0560689221721721	0.05424979731208521	0.054741520853666584	0.07758043807117732	0.057078563889793266	0.04962458032568429	0.06301338353702166	0.10316592758901064	0.07193940986263002	0.051608703052140416	0.06310321392880736	0.07680047956631919	0.07658105884657092
there	0.08807288983743432	0.1332317618469051	0.3484476154512215	0.15862147982917366	0.6049948548134122	0.19918828683617812	0.07392091316190279	0.11708679946813824	0.052226447756037256	0.05870466387440059	0.31061970241695125	0.6270969030022735	0.5193416680103504	0.3649104454505867	0.3338735303662356	0.2016252993761139	0.07439432432510473	0.07939603506647333	0.19937320774338563	0.14587919307590463	0.09981270774597589	0.1057858994090467	0.17119172649375597	0.12329081547172943	0.13525443149343913	0.14056132818585915	0.08634811246182655	0.10195177164222571	0.06930445878438543	0.059046286023191896	0.08873181862862617	0.1400924399267585	0.07112206303691965	0.17078226208360003	0.07293118659058917	0.05063894353384845	0.054960361859655735	0.19615588514357596	0.21310965962114306	0.06468057317109151	0.15640661751856666	0.10600309313106701	0.08222438146238796	0.10776787293692336	0.10246588862126377	0.1582018928327536	0.057149966348343975	0.058159761097071945	0.05523984856058485	0.0888515315873238	0.08978845994494634	0.08747666351168916	0.055088581144465076	0.09350279441296344	0.07603647316775847	0.0611073757372244	0.05459735121308769	0.09335734361604978	0.06651537609429739	0.07411652827291049	0.05637777918488501	0.06649379880222697	0.0538906924290554	0.05914960213166828	0.06484545689446625	0.07123801593304643	0.06697831582902841	0.09867475934583192	0.08114124317560137	0.058309293176968084	0.06253188307166496	0.058537728957918624	0.06407895540774533	0.0620106915138052	0.0786592053615768	0.046136966913436855	0.07448374999906068	0.058307318399129	0.1261481240404811	0.06028354974274111	0.05567446161923269	0.06640505516821832	0.10883024126117977	0.049661073514808696	0.058867820633117185	0.14698641312128669	0.062466786340006464	0.08142488640019013	0.0665555786294343	0.09846752795607418	0.05984200065062669	0.06481925326360716	0.05375711801643958	0.054830629019745496	0.05441499048982501	0.055735544965468675	0.0789336402066311	0.14980454785449646	0.053896562581999714		0.05202267140877387	0.052675845395049756	0.05020137764988017	0.07863608999536821	0.05603471600989205	0.05166152274848394	0.06425691339917088	0.10099520886748148	0.06516280324191949	0.057071926469354536	0.06509506182206837	0.07320979186587159	0.07633745251647064
manner	0.07802736048450368	0.1278344841210639	0.3509334355255571	0.13562618683208189	0.6075455789761155	0.17247857361151436	0.07032217806552457	0.10743832341377502	0.049266986135400495	0.06139190475839394	0.29925114363373373	0.6159754512840745	0.5178613517502157	0.33226292873367846	0.33193896950308166	0.1920559401154044	0.06529131246692318	0.07384094775712066	0.19675889632239796	0.12627471631879159	0.09425754604356101	0.11793710280005626	0.1298796379369444	0.11924568213672404	0.1331702726706371	0.136532073000033	0.08347100280079903	0.09588533800311791	0.06484371073360132	0.0582722930369661	0.0735540782543667	0.12182770898055391	0.06764331660201914	0.16922954803117224	0.06289278156129255	0.05297123220179714	0.053215249022454364	0.19517309311421532	0.20771201957158048	0.061768224410195735	0.15290744439438858	0.11845153435367252	0.07821239983276607	0.10116531139340132	0.0976565494699895	0.15536256725244646	0.05810294242519633	0.05825876558108218	0.05086042383748344	0.08083092232497202	0.08303962755779772	0.0841054567107633	0.05272117869187473	0.08665045116159159	0.07121543941262197	0.055902148834961696	0.05022719213613265	0.08963651351630389	0.056707023953534386	0.06978919974605005	0.052236649170975806	0.06986971113844016	0.05130821581245846	0.0518993915945079	0.061050271615454337	0.06618308574019252	0.06343399644552346	0.09238035426201709	0.08307370829593516	0.05678483074414119	0.06311824184005121	0.05055346191623464	0.053529538335875634	0.055984319037427385	0.07132620785061358	0.04548707997802848	0.0844169580063403	0.05936380744406611	0.10275972030585821	0.058073027281625215	0.053485887339995555	0.06353785040132567	0.10480032543435089	0.04770264512878894	0.05750142985166083	0.1383752634745447	0.05897965612044693	0.07177271763770823	0.06736197898052054	0.07691836798416592	0.04892055692554824	0.06112881310163339	0.052719813402343385	0.04869646816378563	0.06000816465335001	0.0648497396031679	0.07297992167645392	0.14609969345544044	0.0560689221721721	0.05202267140877387		0.04882755683731634	0.04869933275194849	0.07597002011712026	0.05425447337015721	0.047565837396542465	0.06138970863227823	0.09742962463207525	0.06888055984170191	0.049549960122998594	0.06122932275558152	0.07223497175494145	0.07195486063418763
less	0.0791092595564862	0.13136546285412531	0.35348842686458615	0.14912729744418135	0.6194661799769322	0.17828386531654963	0.07032828974435232	0.11010493198116172	0.04879310407676171	0.059600918514537485	0.30324817759435124	0.6529556236988994	0.5183780158609425	0.35427568547867294	0.3338227110142548	0.19436903957774365	0.0655743657368167	0.07419638518300224	0.1964939355665527	0.12706109572050156	0.09419345013295713	0.10674987399131379	0.13284289917606018	0.12059397550295882	0.13216378126525552	0.1363359274679332	0.077753358900055	0.10188348937023431	0.06475259876146977	0.056233226796395044	0.07566035052927506	0.1275102340362097	0.0672111623417794	0.1685302376175266	0.0668512780319386	0.047995791335358494	0.05347328997198811	0.20735301921656832	0.20813824993311542	0.06076173300481415	0.1541296899720369	0.11930946536685733	0.0785400944019057	0.1037206721722937	0.10142187216817045	0.15618285116862624	0.05462232665804804	0.057252274175700585	0.05103270163404305	0.08118277298749232	0.08331834788399684	0.08905822287711468	0.050961822092665116	0.08607208523344183	0.07309838242770114	0.055619431911238755	0.04922070073075106	0.09175289295137043	0.0557005325481528	0.06937602789041097	0.052000509994356535	0.06991942284911475	0.04803723896409135	0.057564222586546934	0.062496408031817156	0.06474527278926973	0.06338005236313862	0.09364681869889649	0.08213316234879979	0.05415185347582255	0.06262310984178998	0.05636580825097808	0.05733827739878062	0.056156596833986994	0.068693892427132	0.0488623223259279	0.07197714902976071	0.05590530970482646	0.10831230668617889	0.057066535876243635	0.05321537657888687	0.06253135899594409	0.10420790824807638	0.04411941735902378	0.055213348214609624	0.1426150908594577	0.06058128150003464	0.07599018368177246	0.06753209485847049	0.0771930136234302	0.04868939737855943	0.056927475411019605	0.05140041962346403	0.04468742956338409	0.05197782875506393	0.06025316576282046	0.07405162839954066	0.14524257874018218	0.05424979731208521	0.052675845395049756	0.04882755683731634		0.045874702382755886	0.07496352871173867	0.05396793202851616	0.048678904480951975	0.060383217226896636	0.09743584923763621	0.06540517994568062	0.050844038696119864	0.060922559961060024	0.07165734328978376	0.06657987543622237
